"slot","age","year","unit","season","area","iter","data"
"catch.wt","7",1993,"unique","all","unique","1",0.51199091273238
"catch.wt","8",1993,"unique","all","unique","1",0.629972612298192
"catch.wt","9",1993,"unique","all","unique","1",0.71990284004261
"catch.wt","10",1993,"unique","all","unique","1",0.855927259793367
"catch.wt","1",1994,"unique","all","unique","1",0.0636597711183626
"catch.wt","2",1994,"unique","all","unique","1",0.179072184520893
"catch.wt","3",1994,"unique","all","unique","1",0.256510088771447
"catch.wt","4",1994,"unique","all","unique","1",0.33136021750712
"catch.wt","5",1994,"unique","all","unique","1",0.372246993283719
"catch.wt","6",1994,"unique","all","unique","1",0.416101570646092
"catch.wt","7",1994,"unique","all","unique","1",0.490992853074566
"catch.wt","8",1994,"unique","all","unique","1",0.60997080456288
"catch.wt","9",1994,"unique","all","unique","1",0.730932935851608
"catch.wt","10",1994,"unique","all","unique","1",0.905917015770046
"catch.wt","1",1995,"unique","all","unique","1",0.071145777450754
"catch.wt","2",1995,"unique","all","unique","1",0.182858850805997
"catch.wt","3",1995,"unique","all","unique","1",0.28258946547375
"catch.wt","4",1995,"unique","all","unique","1",0.333653561160322
"catch.wt","5",1995,"unique","all","unique","1",0.372882828959584
"catch.wt","6",1995,"unique","all","unique","1",0.419082590047521
"catch.wt","7",1995,"unique","all","unique","1",0.473991795040782
"catch.wt","8",1995,"unique","all","unique","1",0.592966990544102
"catch.wt","9",1995,"unique","all","unique","1",0.733852944750362
"catch.wt","10",1995,"unique","all","unique","1",0.905883742720066
"catch.wt","1",1996,"unique","all","unique","1",0.0538464865769276
"catch.wt","2",1996,"unique","all","unique","1",0.14017622255343
"catch.wt","3",1996,"unique","all","unique","1",0.267964815381457
"catch.wt","4",1996,"unique","all","unique","1",0.33625866430656
"catch.wt","5",1996,"unique","all","unique","1",0.412678902442544
"catch.wt","6",1996,"unique","all","unique","1",0.463591833886209
"catch.wt","7",1996,"unique","all","unique","1",0.48998024309879
"catch.wt","8",1996,"unique","all","unique","1",0.55295299551666
"catch.wt","9",1996,"unique","all","unique","1",0.711872855479293
"catch.wt","10",1996,"unique","all","unique","1",0.857914028352331
"catch.wt","1",1997,"unique","all","unique","1",0.0451365334747014
"catch.wt","2",1997,"unique","all","unique","1",0.128986187687708
"catch.wt","3",1997,"unique","all","unique","1",0.220379299418637
"catch.wt","4",1997,"unique","all","unique","1",0.353209196810939
"catch.wt","5",1997,"unique","all","unique","1",0.408397571307447
"catch.wt","6",1997,"unique","all","unique","1",0.472671306003351
"catch.wt","7",1997,"unique","all","unique","1",0.540971582121178
"catch.wt","8",1997,"unique","all","unique","1",0.5739430347984
"catch.wt","9",1997,"unique","all","unique","1",0.615899169852273
"catch.wt","10",1997,"unique","all","unique","1",0.911896389773899
"catch.wt","1",1998,"unique","all","unique","1",0.047195701269691
"catch.wt","2",1998,"unique","all","unique","1",0.0938650156947562
"catch.wt","3",1998,"unique","all","unique","1",0.208049698350877
"catch.wt","4",1998,"unique","all","unique","1",0.29868368500816
"catch.wt","5",1998,"unique","all","unique","1",0.449010964013329
"catch.wt","6",1998,"unique","all","unique","1",0.544008540845076
"catch.wt","7",1998,"unique","all","unique","1",0.612967654319713
"catch.wt","8",1998,"unique","all","unique","1",0.67288279189406
"catch.wt","9",1998,"unique","all","unique","1",0.686826849609844
"catch.wt","10",1998,"unique","all","unique","1",0.89886625754046
"catch.wt","1",1999,"unique","all","unique","1",0.0538251121897114
"catch.wt","2",1999,"unique","all","unique","1",0.103244559156487
"catch.wt","3",1999,"unique","all","unique","1",0.198553921481314
"catch.wt","4",1999,"unique","all","unique","1",0.266515208739574
"catch.wt","5",1999,"unique","all","unique","1",0.413305927090783
"catch.wt","6",1999,"unique","all","unique","1",0.41427842882147
"catch.wt","7",1999,"unique","all","unique","1",0.537933396167444
"catch.wt","8",1999,"unique","all","unique","1",0.636878727896098
"catch.wt","9",1999,"unique","all","unique","1",0.747765980296237
"catch.wt","10",1999,"unique","all","unique","1",0.803875743364357
"catch.wt","1",2000,"unique","all","unique","1",0.0631482686859968
"catch.wt","2",2000,"unique","all","unique","1",0.123154239436162
"catch.wt","3",2000,"unique","all","unique","1",0.209623552880112
"catch.wt","4",2000,"unique","all","unique","1",0.274163142051336
"catch.wt","5",2000,"unique","all","unique","1",0.37193031472685
"catch.wt","6",2000,"unique","all","unique","1",0.452321206085464
"catch.wt","7",2000,"unique","all","unique","1",0.564982281083146
"catch.wt","8",2000,"unique","all","unique","1",0.600436923579182
"catch.wt","9",2000,"unique","all","unique","1",0.751606007586334
"catch.wt","10",2000,"unique","all","unique","1",0.887790767473337
"catch.wt","1",2001,"unique","all","unique","1",0.0900528334786399
"catch.wt","2",2001,"unique","all","unique","1",0.135807916577224
"catch.wt","3",2001,"unique","all","unique","1",0.196628429579305
"catch.wt","4",2001,"unique","all","unique","1",0.233921292047361
"catch.wt","5",2001,"unique","all","unique","1",0.30321557563206
"catch.wt","6",2001,"unique","all","unique","1",0.409799879029352
"catch.wt","7",2001,"unique","all","unique","1",0.576465296790043
"catch.wt","8",2001,"unique","all","unique","1",0.700435555158866
"catch.wt","9",2001,"unique","all","unique","1",0.795388497106132
"catch.wt","10",2001,"unique","all","unique","1",0.798831060745036
"catch.wt","1",2002,"unique","all","unique","1",0.0567140787631369
"catch.wt","2",2002,"unique","all","unique","1",0.130843703989801
"catch.wt","3",2002,"unique","all","unique","1",0.221727678007273
"catch.wt","4",2002,"unique","all","unique","1",0.285106929369098
"catch.wt","5",2002,"unique","all","unique","1",0.326125726090994
"catch.wt","6",2002,"unique","all","unique","1",0.426357076314074
"catch.wt","7",2002,"unique","all","unique","1",0.469180092744343
"catch.wt","8",2002,"unique","all","unique","1",0.643572159003762
"catch.wt","9",2002,"unique","all","unique","1",0.759522300501766
"catch.wt","10",2002,"unique","all","unique","1",0.903724189673231
"catch.wt","1",2003,"unique","all","unique","1",0.0657177465448058
"catch.wt","2",2003,"unique","all","unique","1",0.123961155701554
"catch.wt","3",2003,"unique","all","unique","1",0.226407224716576
"catch.wt","4",2003,"unique","all","unique","1",0.283691551060736
"catch.wt","5",2003,"unique","all","unique","1",0.335699168138392
"catch.wt","6",2003,"unique","all","unique","1",0.385256542262831
"catch.wt","7",2003,"unique","all","unique","1",0.419097830385357
"catch.wt","8",2003,"unique","all","unique","1",0.634463691807455
"catch.wt","9",2003,"unique","all","unique","1",0.7624470688313
"catch.wt","10",2003,"unique","all","unique","1",0.856513380017044
"catch.wt","1",2004,"unique","all","unique","1",0.0543721915561216
"catch.wt","2",2004,"unique","all","unique","1",0.124948523366544
"catch.wt","3",2004,"unique","all","unique","1",0.220419588980355
"catch.wt","4",2004,"unique","all","unique","1",0.296929327369222
"catch.wt","5",2004,"unique","all","unique","1",0.375498293827869
"catch.wt","6",2004,"unique","all","unique","1",0.421240791536412
"catch.wt","7",2004,"unique","all","unique","1",0.505507063644563
"catch.wt","8",2004,"unique","all","unique","1",0.559824117781998
"catch.wt","9",2004,"unique","all","unique","1",0.796135852955561
"catch.wt","10",2004,"unique","all","unique","1",0.871235654055509
"catch.wt","1",2005,"unique","all","unique","1",0.0674218050919988
"catch.wt","2",2005,"unique","all","unique","1",0.117392552062175
"catch.wt","3",2005,"unique","all","unique","1",0.212930170662862
"catch.wt","4",2005,"unique","all","unique","1",0.297901965794263
"catch.wt","5",2005,"unique","all","unique","1",0.351575266891759
"catch.wt","6",2005,"unique","all","unique","1",0.347476466718171
"catch.wt","7",2005,"unique","all","unique","1",0.453162715376392
"catch.wt","8",2005,"unique","all","unique","1",0.554109581025076
"catch.wt","9",2005,"unique","all","unique","1",0.616866114347053
"catch.wt","10",2005,"unique","all","unique","1",0.90929783565243
"catch.wt","1",2006,"unique","all","unique","1",0.0603166987225878
"catch.wt","2",2006,"unique","all","unique","1",0.139368367431388
"catch.wt","3",2006,"unique","all","unique","1",0.211812295849234
"catch.wt","4",2006,"unique","all","unique","1",0.293315087627398
"catch.wt","5",2006,"unique","all","unique","1",0.37479515795741
"catch.wt","6",2006,"unique","all","unique","1",0.383400584069129
"catch.wt","7",2006,"unique","all","unique","1",0.428475391057058
"catch.wt","8",2006,"unique","all","unique","1",0.456877886934454
"catch.wt","9",2006,"unique","all","unique","1",0.530798715449651
"catch.wt","10",2006,"unique","all","unique","1",0.747734551489171
"catch.wt","1",2007,"unique","all","unique","1",0.0587754372965706
"catch.wt","2",2007,"unique","all","unique","1",0.11366569179968
"catch.wt","3",2007,"unique","all","unique","1",0.222959155002535
"catch.wt","4",2007,"unique","all","unique","1",0.310084609846416
"catch.wt","5",2007,"unique","all","unique","1",0.351229088341717
"catch.wt","6",2007,"unique","all","unique","1",0.375267645205525
"catch.wt","7",2007,"unique","all","unique","1",0.490651330428137
"catch.wt","8",2007,"unique","all","unique","1",0.35736062042879
"catch.wt","9",2007,"unique","all","unique","1",0.586514513883696
"catch.wt","10",2007,"unique","all","unique","1",0.631757733135635
"catch.wt","1",2008,"unique","all","unique","1",0.0565687675874726
"catch.wt","2",2008,"unique","all","unique","1",0.123498671616822
"catch.wt","3",2008,"unique","all","unique","1",0.247632025812814
"catch.wt","4",2008,"unique","all","unique","1",0.324621807044564
"catch.wt","5",2008,"unique","all","unique","1",0.389383029879923
"catch.wt","6",2008,"unique","all","unique","1",0.4368030229222
"catch.wt","7",2008,"unique","all","unique","1",0.368271508721025
"catch.wt","8",2008,"unique","all","unique","1",0.468685001741145
"catch.wt","9",2008,"unique","all","unique","1",0.639565034667679
"catch.wt","10",2008,"unique","all","unique","1",0.637659442351583
"catch.wt","1",2009,"unique","all","unique","1",0.0612073415798725
"catch.wt","2",2009,"unique","all","unique","1",0.124699395954109
"catch.wt","3",2009,"unique","all","unique","1",0.232112093732678
"catch.wt","4",2009,"unique","all","unique","1",0.326594409846237
"catch.wt","5",2009,"unique","all","unique","1",0.399100727713053
"catch.wt","6",2009,"unique","all","unique","1",0.46582714983354
"catch.wt","7",2009,"unique","all","unique","1",0.518436337102826
"catch.wt","8",2009,"unique","all","unique","1",0.440965201764418
"catch.wt","9",2009,"unique","all","unique","1",0.667431673225937
"catch.wt","10",2009,"unique","all","unique","1",0.7915184637602
"catch.wt","1",2010,"unique","all","unique","1",0.0618215933637525
"catch.wt","2",2010,"unique","all","unique","1",0.131689687647151
"catch.wt","3",2010,"unique","all","unique","1",0.22603894671972
"catch.wt","4",2010,"unique","all","unique","1",0.311303268094354
"catch.wt","5",2010,"unique","all","unique","1",0.395924547909704
"catch.wt","6",2010,"unique","all","unique","1",0.442379235989476
"catch.wt","7",2010,"unique","all","unique","1",0.462563694798835
"catch.wt","8",2010,"unique","all","unique","1",0.573445377341306
"catch.wt","9",2010,"unique","all","unique","1",0.681864951020995
"catch.wt","10",2010,"unique","all","unique","1",0.648744122494229
"catch.wt","1",2011,"unique","all","unique","1",0.0476469819206691
"catch.wt","2",2011,"unique","all","unique","1",0.114740039184493
"catch.wt","3",2011,"unique","all","unique","1",0.211949636102229
"catch.wt","4",2011,"unique","all","unique","1",0.277421611997922
"catch.wt","5",2011,"unique","all","unique","1",0.369451163427086
"catch.wt","6",2011,"unique","all","unique","1",0.453225930391266
"catch.wt","7",2011,"unique","all","unique","1",0.595436498265422
"catch.wt","8",2011,"unique","all","unique","1",0.444869516310461
"catch.wt","9",2011,"unique","all","unique","1",0.555779800178039
"catch.wt","10",2011,"unique","all","unique","1",0.80385350974192
"catch.wt","1",2012,"unique","all","unique","1",0.0523272855207456
"catch.wt","2",2012,"unique","all","unique","1",0.0961868182888175
"catch.wt","3",2012,"unique","all","unique","1",0.195563154704046
"catch.wt","4",2012,"unique","all","unique","1",0.294435857315012
"catch.wt","5",2012,"unique","all","unique","1",0.348423845611423
"catch.wt","6",2012,"unique","all","unique","1",0.425402260385218
"catch.wt","7",2012,"unique","all","unique","1",0.50918181787726
"catch.wt","8",2012,"unique","all","unique","1",0.557245562170387
"catch.wt","9",2012,"unique","all","unique","1",0.557919885672064
"catch.wt","10",2012,"unique","all","unique","1",0.679823335355959
"catch.wt","1",2013,"unique","all","unique","1",0.0509145472914731
"catch.wt","2",2013,"unique","all","unique","1",0.0911298953446083
"catch.wt","3",2013,"unique","all","unique","1",0.178565140459728
"catch.wt","4",2013,"unique","all","unique","1",0.273559368910627
"catch.wt","5",2013,"unique","all","unique","1",0.344682471386103
"catch.wt","6",2013,"unique","all","unique","1",0.409448448821887
"catch.wt","7",2013,"unique","all","unique","1",0.490249787426238
"catch.wt","8",2013,"unique","all","unique","1",0.599008574989076
"catch.wt","9",2013,"unique","all","unique","1",0.606877068308041
"catch.wt","10",2013,"unique","all","unique","1",0.679910433000208
"catch.wt","1",2014,"unique","all","unique","1",0.0250046336103983
"catch.wt","2",2014,"unique","all","unique","1",0.0934346565432064
"catch.wt","3",2014,"unique","all","unique","1",0.171657172416971
"catch.wt","4",2014,"unique","all","unique","1",0.253255982125474
"catch.wt","5",2014,"unique","all","unique","1",0.317605199876742
"catch.wt","6",2014,"unique","all","unique","1",0.396088590135752
"catch.wt","7",2014,"unique","all","unique","1",0.472624025075077
"catch.wt","8",2014,"unique","all","unique","1",0.541618906477683
"catch.wt","9",2014,"unique","all","unique","1",0.627924583634404
"catch.wt","10",2014,"unique","all","unique","1",0.649905561291942
"catch.wt","1",2015,"unique","all","unique","1",0.0259998446539185
"catch.wt","2",2015,"unique","all","unique","1",0.0802709793392874
"catch.wt","3",2015,"unique","all","unique","1",0.161845220199631
"catch.wt","4",2015,"unique","all","unique","1",0.257901054099583
"catch.wt","5",2015,"unique","all","unique","1",0.325620764671449
"catch.wt","6",2015,"unique","all","unique","1",0.393706936303779
"catch.wt","7",2015,"unique","all","unique","1",0.461250419181503
"catch.wt","8",2015,"unique","all","unique","1",0.480815406219489
"catch.wt","9",2015,"unique","all","unique","1",0.581978054483472
"catch.wt","10",2015,"unique","all","unique","1",0.599937951201534
"catch.wt","1",2016,"unique","all","unique","1",0.0479996978867953
"catch.wt","2",2016,"unique","all","unique","1",0.0837928004842648
"catch.wt","3",2016,"unique","all","unique","1",0.157402166533088
"catch.wt","4",2016,"unique","all","unique","1",0.243039164395223
"catch.wt","5",2016,"unique","all","unique","1",0.298877563654762
"catch.wt","6",2016,"unique","all","unique","1",0.352468931517147
"catch.wt","7",2016,"unique","all","unique","1",0.422309098834693
"catch.wt","8",2016,"unique","all","unique","1",0.465186228427414
"catch.wt","9",2016,"unique","all","unique","1",0.555971285313984
"catch.wt","10",2016,"unique","all","unique","1",0.683933280798286
"catch.wt","1",2017,"unique","all","unique","1",0.0510339128066432
"catch.wt","2",2017,"unique","all","unique","1",0.0858949557229395
"catch.wt","3",2017,"unique","all","unique","1",0.158551898242986
"catch.wt","4",2017,"unique","all","unique","1",0.218409208802983
"catch.wt","5",2017,"unique","all","unique","1",0.314392714072266
"catch.wt","6",2017,"unique","all","unique","1",0.386270522857731
"catch.wt","7",2017,"unique","all","unique","1",0.437716907064805
"catch.wt","8",2017,"unique","all","unique","1",0.531500570895868
"catch.wt","9",2017,"unique","all","unique","1",0.641978982137162
"catch.wt","10",2017,"unique","all","unique","1",0.734885647292916
"discards","all",1957,"unique","all","unique","1",7434.188334189
"discards","all",1958,"unique","all","unique","1",14628.350394
"discards","all",1959,"unique","all","unique","1",27008.35602
"discards","all",1960,"unique","all","unique","1",29210.06966318
"discards","all",1961,"unique","all","unique","1",34273.94704994
"discards","all",1962,"unique","all","unique","1",35985.660525794
"discards","all",1963,"unique","all","unique","1",37652.715023033
"discards","all",1964,"unique","all","unique","1",36419.44542371
"discards","all",1965,"unique","all","unique","1",45983.853115586
"discards","all",1966,"unique","all","unique","1",63932.850408114
"discards","all",1967,"unique","all","unique","1",50527.00624642
"discards","all",1968,"unique","all","unique","1",28799.65873244
"discards","all",1969,"unique","all","unique","1",23516.497485484
"discards","all",1970,"unique","all","unique","1",24836.144105851
"discards","all",1971,"unique","all","unique","1",23925.531319193
"discards","all",1972,"unique","all","unique","1",18946.8193266
"discards","all",1973,"unique","all","unique","1",17746.6785198
"discards","all",1974,"unique","all","unique","1",42813.084063832
"discards","all",1975,"unique","all","unique","1",70933.85311144
"discards","all",1976,"unique","all","unique","1",53715.845678576
"discards","all",1977,"unique","all","unique","1",57319.31984
"discards","all",1978,"unique","all","unique","1",49799.816731476
"discards","all",1979,"unique","all","unique","1",52825.429562452
"discards","all",1980,"unique","all","unique","1",34050.071418
"discards","all",1981,"unique","all","unique","1",33190.053908
"discards","all",1982,"unique","all","unique","1",46770.163794772
"discards","all",1983,"unique","all","unique","1",68941.7930694
"discards","all",1984,"unique","all","unique","1",65583.85686012
"discards","all",1985,"unique","all","unique","1",64697.290738
"discards","all",1986,"unique","all","unique","1",112595.063649072
"discards","all",1987,"unique","all","unique","1",153474.388905
"discards","all",1988,"unique","all","unique","1",147126.571828
"discards","all",1989,"unique","all","unique","1",104368.77786
"discards","all",1990,"unique","all","unique","1",76190.065942
"discards","all",1991,"unique","all","unique","1",70340.162647776
"discards","all",1992,"unique","all","unique","1",57897.967029039
"discards","all",1993,"unique","all","unique","1",37773.351792904
"discards","all",1994,"unique","all","unique","1",25053.795517285
"discards","all",1995,"unique","all","unique","1",22947.841122072
"discards","all",1996,"unique","all","unique","1",38076.817864
"discards","all",1997,"unique","all","unique","1",69319.730363
"discards","all",1998,"unique","all","unique","1",97022.744461404
"discards","all",1999,"unique","all","unique","1",73322.60604
"discards","all",2000,"unique","all","unique","1",45680.310076
"discards","all",2001,"unique","all","unique","1",61510.8901982
"discards","all",2002,"unique","all","unique","1",56668.9866665
"discards","all",2003,"unique","all","unique","1",79259.529546
"discards","all",2004,"unique","all","unique","1",57527.8249956
"discards","all",2005,"unique","all","unique","1",53049.56693024
"discards","all",2006,"unique","all","unique","1",49703.167514
"discards","all",2007,"unique","all","unique","1",45057.163295
"discards","all",2008,"unique","all","unique","1",48822.325721
"discards","all",2009,"unique","all","unique","1",46860.86226
"discards","all",2010,"unique","all","unique","1",44577.993044169
"discards","all",2011,"unique","all","unique","1",45281.147332
"discards","all",2012,"unique","all","unique","1",49564.7808242
"discards","all",2013,"unique","all","unique","1",43932.242897
"discards","all",2014,"unique","all","unique","1",53326.23297058
"discards","all",2015,"unique","all","unique","1",46305.281291776
"discards","all",2016,"unique","all","unique","1",44835.063856964
"discards","all",2017,"unique","all","unique","1",40172.052156614
"discards.n","1",1957,"unique","all","unique","1",42702
"discards.n","2",1957,"unique","all","unique","1",36323.6
"discards.n","3",1957,"unique","all","unique","1",9672.02
"discards.n","4",1957,"unique","all","unique","1",1017.25
"discards.n","5",1957,"unique","all","unique","1",845.958
"discards.n","6",1957,"unique","all","unique","1",28.3232
"discards.n","7",1957,"unique","all","unique","1",0.491875
"discards.n","8",1957,"unique","all","unique","1",0.478519
"discards.n","9",1957,"unique","all","unique","1",0.497444
"discards.n","10",1957,"unique","all","unique","1",0.488359
"discards.n","1",1958,"unique","all","unique","1",72732.5
"discards.n","2",1958,"unique","all","unique","1",64633
"discards.n","3",1958,"unique","all","unique","1",26039.3
"discards.n","4",1958,"unique","all","unique","1",2528.08
"discards.n","5",1958,"unique","all","unique","1",1994.88
"discards.n","6",1958,"unique","all","unique","1",68.4035
"discards.n","7",1958,"unique","all","unique","1",0.492582
"discards.n","8",1958,"unique","all","unique","1",0.506048
"discards.n","9",1958,"unique","all","unique","1",0.542505
"discards.n","10",1958,"unique","all","unique","1",0.528292
"discards.n","1",1959,"unique","all","unique","1",99991.7
"discards.n","2",1959,"unique","all","unique","1",106499
"discards.n","3",1959,"unique","all","unique","1",48277.3
"discards.n","4",1959,"unique","all","unique","1",11503.5
"discards.n","5",1959,"unique","all","unique","1",4395.27
"discards.n","6",1959,"unique","all","unique","1",107.73
"discards.n","7",1959,"unique","all","unique","1",0.505227
"discards.n","8",1959,"unique","all","unique","1",0.458174
"discards.n","9",1959,"unique","all","unique","1",0.51434
"discards.n","10",1959,"unique","all","unique","1",0.505891
"discards.n","1",1960,"unique","all","unique","1",97350.7
"discards.n","2",1960,"unique","all","unique","1",147620
"discards.n","3",1960,"unique","all","unique","1",48880.4
"discards.n","4",1960,"unique","all","unique","1",980.796
"discards.n","5",1960,"unique","all","unique","1",1137.38
"discards.n","6",1960,"unique","all","unique","1",506.275
"discards.n","7",1960,"unique","all","unique","1",0.488095
"discards.n","8",1960,"unique","all","unique","1",0.535578
"discards.n","9",1960,"unique","all","unique","1",0.448319
"discards.n","10",1960,"unique","all","unique","1",0.508171
"discards.n","1",1961,"unique","all","unique","1",105215
"discards.n","2",1961,"unique","all","unique","1",132906
"discards.n","3",1961,"unique","all","unique","1",99413.9
"discards.n","4",1961,"unique","all","unique","1",559.72
"discards.n","5",1961,"unique","all","unique","1",1503.06
"discards.n","6",1961,"unique","all","unique","1",146.99
"discards.n","7",1961,"unique","all","unique","1",0.524227
"discards.n","8",1961,"unique","all","unique","1",0.456789
"discards.n","9",1961,"unique","all","unique","1",0.536257
"discards.n","10",1961,"unique","all","unique","1",0.419927
"discards.n","1",1962,"unique","all","unique","1",65814.9
"discards.n","2",1962,"unique","all","unique","1",145513
"discards.n","3",1962,"unique","all","unique","1",93108.7
"discards.n","4",1962,"unique","all","unique","1",22417.2
"discards.n","5",1962,"unique","all","unique","1",752.914
"discards.n","6",1962,"unique","all","unique","1",190.87
"discards.n","7",1962,"unique","all","unique","1",0.498847
"discards.n","8",1962,"unique","all","unique","1",0.560297
"discards.n","9",1962,"unique","all","unique","1",0.567679
"discards.n","10",1962,"unique","all","unique","1",0.549278
"discards.n","1",1963,"unique","all","unique","1",51938.7
"discards.n","2",1963,"unique","all","unique","1",108087
"discards.n","3",1963,"unique","all","unique","1",138166
"discards.n","4",1963,"unique","all","unique","1",9462.61
"discards.n","5",1963,"unique","all","unique","1",2127.29
"discards.n","6",1963,"unique","all","unique","1",179.084
"discards.n","7",1963,"unique","all","unique","1",0.469751
"discards.n","8",1963,"unique","all","unique","1",0.385602
"discards.n","9",1963,"unique","all","unique","1",0.46697
"discards.n","10",1963,"unique","all","unique","1",0.492308
"discards.n","1",1964,"unique","all","unique","1",167732
"discards.n","2",1964,"unique","all","unique","1",106557
"discards.n","3",1964,"unique","all","unique","1",77180.6
"discards.n","4",1964,"unique","all","unique","1",30984.9
"discards.n","5",1964,"unique","all","unique","1",2614.58
"discards.n","6",1964,"unique","all","unique","1",329.843
"discards.n","7",1964,"unique","all","unique","1",0.536332
"discards.n","8",1964,"unique","all","unique","1",0.546042
"discards.n","9",1964,"unique","all","unique","1",0.476698
"discards.n","10",1964,"unique","all","unique","1",0.580089
"discards.n","1",1965,"unique","all","unique","1",41740
"discards.n","2",1965,"unique","all","unique","1",436820
"discards.n","3",1965,"unique","all","unique","1",71951.9
"discards.n","4",1965,"unique","all","unique","1",3672.66
"discards.n","5",1965,"unique","all","unique","1",1107.34
"discards.n","6",1965,"unique","all","unique","1",283.498
"discards.n","7",1965,"unique","all","unique","1",0.510206
"discards.n","8",1965,"unique","all","unique","1",0.544563
"discards.n","9",1965,"unique","all","unique","1",0.567106
"discards.n","10",1965,"unique","all","unique","1",0.466804
"discards.n","1",1966,"unique","all","unique","1",39662.8
"discards.n","2",1966,"unique","all","unique","1",108363
"discards.n","3",1966,"unique","all","unique","1",388973
"discards.n","4",1966,"unique","all","unique","1",13227.8
"discards.n","5",1966,"unique","all","unique","1",1273.91
"discards.n","6",1966,"unique","all","unique","1",137.721
"discards.n","7",1966,"unique","all","unique","1",0.455862
"discards.n","8",1966,"unique","all","unique","1",0.460668
"discards.n","9",1966,"unique","all","unique","1",0.442785
"discards.n","10",1966,"unique","all","unique","1",0.441866
"discards.n","1",1967,"unique","all","unique","1",37964.8
"discards.n","2",1967,"unique","all","unique","1",94015.4
"discards.n","3",1967,"unique","all","unique","1",89190.9
"discards.n","4",1967,"unique","all","unique","1",148115
"discards.n","5",1967,"unique","all","unique","1",518.016
"discards.n","6",1967,"unique","all","unique","1",231.135
"discards.n","7",1967,"unique","all","unique","1",0.473593
"discards.n","8",1967,"unique","all","unique","1",0.534712
"discards.n","9",1967,"unique","all","unique","1",0.466108
"discards.n","10",1967,"unique","all","unique","1",0.560846
"discards.n","1",1968,"unique","all","unique","1",52595.6
"discards.n","2",1968,"unique","all","unique","1",72619.8
"discards.n","3",1968,"unique","all","unique","1",55163.1
"discards.n","4",1968,"unique","all","unique","1",28889.1
"discards.n","5",1968,"unique","all","unique","1",23600.8
"discards.n","6",1968,"unique","all","unique","1",72.5006
"discards.n","7",1968,"unique","all","unique","1",0.529482
"discards.n","8",1968,"unique","all","unique","1",0.455171
"discards.n","9",1968,"unique","all","unique","1",0.70929
"discards.n","10",1968,"unique","all","unique","1",0.514507
"discards.n","1",1969,"unique","all","unique","1",109453
"discards.n","2",1969,"unique","all","unique","1",70944.9
"discards.n","3",1969,"unique","all","unique","1",19360.8
"discards.n","4",1969,"unique","all","unique","1",20068.1
"discards.n","5",1969,"unique","all","unique","1",921.296
"discards.n","6",1969,"unique","all","unique","1",1902.62
"discards.n","7",1969,"unique","all","unique","1",0.566133
"discards.n","8",1969,"unique","all","unique","1",0.523764
"discards.n","9",1969,"unique","all","unique","1",0.356746
"discards.n","10",1969,"unique","all","unique","1",0.455885
"discards.n","1",1970,"unique","all","unique","1",117892
"discards.n","2",1970,"unique","all","unique","1",120661
"discards.n","3",1970,"unique","all","unique","1",23719.7
"discards.n","4",1970,"unique","all","unique","1",954.006
"discards.n","5",1970,"unique","all","unique","1",4478.22
"discards.n","6",1970,"unique","all","unique","1",141.974
"discards.n","7",1970,"unique","all","unique","1",0.37292
"discards.n","8",1970,"unique","all","unique","1",0.586621
"discards.n","9",1970,"unique","all","unique","1",0.535113
"discards.n","10",1970,"unique","all","unique","1",0.591324
"discards.n","1",1971,"unique","all","unique","1",73179.5
"discards.n","2",1971,"unique","all","unique","1",96518.6
"discards.n","3",1971,"unique","all","unique","1",46304.7
"discards.n","4",1971,"unique","all","unique","1",2857.95
"discards.n","5",1971,"unique","all","unique","1",432.905
"discards.n","6",1971,"unique","all","unique","1",87.8526
"discards.n","7",1971,"unique","all","unique","1",0.491654
"discards.n","8",1971,"unique","all","unique","1",0.553503
"discards.n","9",1971,"unique","all","unique","1",0.359748
"discards.n","10",1971,"unique","all","unique","1",0.471924
"discards.n","1",1972,"unique","all","unique","1",59135.2
"discards.n","2",1972,"unique","all","unique","1",49920.9
"discards.n","3",1972,"unique","all","unique","1",37541.9
"discards.n","4",1972,"unique","all","unique","1",6433.13
"discards.n","5",1972,"unique","all","unique","1",620.251
"discards.n","6",1972,"unique","all","unique","1",74.5399
"discards.n","7",1972,"unique","all","unique","1",0.520948
"discards.n","8",1972,"unique","all","unique","1",0.479255
"discards.n","9",1972,"unique","all","unique","1",0.604258
"discards.n","10",1972,"unique","all","unique","1",0.482423
"discards.n","1",1973,"unique","all","unique","1",243540
"discards.n","2",1973,"unique","all","unique","1",46086.1
"discards.n","3",1973,"unique","all","unique","1",4693.12
"discards.n","4",1973,"unique","all","unique","1",646.145
"discards.n","5",1973,"unique","all","unique","1",1198.94
"discards.n","6",1973,"unique","all","unique","1",74.3292
"discards.n","7",1973,"unique","all","unique","1",0.565342
"discards.n","8",1973,"unique","all","unique","1",0.469174
"discards.n","9",1973,"unique","all","unique","1",0.572599
"discards.n","10",1973,"unique","all","unique","1",0.528109
"discards.n","1",1974,"unique","all","unique","1",213916
"discards.n","2",1974,"unique","all","unique","1",286342
"discards.n","3",1974,"unique","all","unique","1",3984.25
"discards.n","4",1974,"unique","all","unique","1",310.896
"discards.n","5",1974,"unique","all","unique","1",574.852
"discards.n","6",1974,"unique","all","unique","1",119.433
"discards.n","7",1974,"unique","all","unique","1",0.518028
"discards.n","8",1974,"unique","all","unique","1",0.48516
